MSG, 2032656 !V IMGLOAD FILL /Tables_PNG/DS6_cereal_zebra2.png
SSACC L  2032656
2032656,   810.3,   483.7,   413.0, 32768.0, ...
2032658,   806.2,   483.4,   413.0, 32768.0, ...
2032660,   800.1,   483.2,   413.0, 32768.0, ...
2032662,   793.7,   483.0,   413.0, 32768.0, ...
2032664,   787.5,   482.8,   413.0, 32768.0, ...
2032666,   781.4,   482.5,   412.0, 32768.0, ...
2032668,   775.2,   482.1,   412.0, 32768.0, ...
2032670,   771.4,   481.9,   412.0, 32768.0, ...
2032672,   768.9,   481.7,   412.0, 32768.0, ...
2032674,   768.5,   481.7,   412.0, 32768.0, ...
ESACC L  2032656, 2032674, 20,   810.3,   483.7,   768.5,   481.7,    0.76,      56
SFIX L   2032676
2032676,   768.4,   481.7,   412.0, 32768.0, ...
2032678,   768.3,   481.6,   412.0, 32768.0, ...
2032680,   768.2,   481.5,   411.0, 32768.0, ...
2032682,   768.1,   481.2,   411.0, 32768.0, ...
2032684,   767.9,   480.7,   411.0, 32768.0, ...
2032686,   767.8,   480.3,   411.0, 32768.0, ...
2032688,   767.8,   480.2,   411.0, 32768.0, ...
2032690,   766.9,   480.1,   411.0, 32768.0, ...
2032692,   765.5,   480.5,   410.0, 32768.0, ...
2032694,   764.1,   481.0,   410.0, 32768.0, ...
2032696,   762.6,   481.4,   409.0, 32768.0, ...
2032698,   760.9,   481.5,   409.0, 32768.0, ...
2032700,   759.4,   481.8,   408.0, 32768.0, ...
2032702,   757.9,   481.8,   408.0, 32768.0, ...
2032704,   757.2,   481.9,   407.0, 32768.0, ...
2032706,   757.2,   482.1,   407.0, 32768.0, ...
2032708,   757.4,   482.5,   407.0, 32768.0, ...
2032710,   757.5,   482.6,   407.0, 32768.0, ...
2032712,   757.2,   482.2,   407.0, 32768.0, ...
2032714,   757.1,   482.3,   407.0, 32768.0, ...
2032716,   757.2,   482.7,   407.0, 32768.0, ...
2032718,   757.3,   483.0,   407.0, 32768.0, ...
2032720,   757.7,   483.9,   408.0, 32768.0, ...
2032722,   758.0,   484.7,   409.0, 32768.0, ...
2032724,   758.1,   485.3,   409.0, 32768.0, ...
2032726,   758.5,   485.7,   410.0, 32768.0, ...
2032728,   759.1,   485.6,   411.0, 32768.0, ...
2032730,   759.7,   485.5,   411.0, 32768.0, ...
2032732,   760.2,   485.7,   412.0, 32768.0, ...
2032734,   760.5,   485.2,   412.0, 32768.0, ...
2032736,   760.9,   484.9,   412.0, 32768.0, ...
2032738,   761.1,   484.4,   411.0, 32768.0, ...
2032740,   761.0,   483.7,   410.0, 32768.0, ...
2032742,   761.1,   484.0,   410.0, 32768.0, ...
2032744,   761.0,   484.3,   409.0, 32768.0, ...
2032746,   761.0,   484.5,   408.0, 32768.0, ...
2032748,   761.0,   484.7,   407.0, 32768.0, ...
2032750,   760.9,   484.7,   406.0, 32768.0, ...
2032752,   761.1,   484.9,   406.0, 32768.0, ...
2032754,   761.6,   485.0,   406.0, 32768.0, ...
2032756,   762.3,   485.5,   406.0, 32768.0, ...
2032758,   763.2,   486.1,   405.0, 32768.0, ...
2032760,   763.7,   486.0,   405.0, 32768.0, ...
2032762,   764.1,   485.6,   405.0, 32768.0, ...
2032764,   764.6,   485.4,   405.0, 32768.0, ...
2032766,   764.9,   485.2,   405.0, 32768.0, ...
2032768,   764.6,   484.8,   404.0, 32768.0, ...
2032770,   764.4,   484.4,   404.0, 32768.0, ...
2032772,   764.3,   484.0,   404.0, 32768.0, ...
2032774,   764.1,   483.5,   404.0, 32768.0, ...
2032776,   763.8,   483.3,   404.0, 32768.0, ...
2032778,   763.4,   483.0,   404.0, 32768.0, ...
2032780,   762.9,   482.6,   405.0, 32768.0, ...
2032782,   762.3,   481.9,   405.0, 32768.0, ...
2032784,   761.6,   481.2,   405.0, 32768.0, ...
2032786,   760.6,   480.8,   405.0, 32768.0, ...
2032788,   759.7,   480.5,   406.0, 32768.0, ...
2032790,   759.0,   480.1,   406.0, 32768.0, ...
2032792,   758.3,   479.3,   406.0, 32768.0, ...
2032794,   757.6,   478.7,   406.0, 32768.0, ...
2032796,   757.1,   477.9,   406.0, 32768.0, ...
2032798,   756.5,   476.9,   406.0, 32768.0, ...
2032800,   756.1,   476.0,   406.0, 32768.0, ...
2032802,   755.5,   475.1,   405.0, 32768.0, ...
2032804,   754.9,   474.5,   405.0, 32768.0, ...
2032806,   754.3,   474.1,   405.0, 32768.0, ...
2032808,   755.2,   474.5,   404.0, 32768.0, ...
2032810,   755.8,   475.0,   404.0, 32768.0, ...
2032812,   756.7,   476.0,   404.0, 32768.0, ...
2032814,   757.8,   477.1,   404.0, 32768.0, ...
2032816,   759.1,   478.0,   404.0, 32768.0, ...
2032818,   760.3,   478.5,   404.0, 32768.0, ...
2032820,   761.0,   478.4,   403.0, 32768.0, ...
2032822,   760.8,   478.3,   403.0, 32768.0, ...
2032824,   760.5,   478.5,   402.0, 32768.0, ...
2032826,   759.8,   478.6,   403.0, 32768.0, ...
2032828,   759.2,   479.0,   403.0, 32768.0, ...
2032830,   758.5,   479.5,   403.0, 32768.0, ...
2032832,   757.8,   480.1,   404.0, 32768.0, ...
2032834,   757.4,   480.5,   404.0, 32768.0, ...
2032836,   757.2,   480.9,   405.0, 32768.0, ...
2032838,   757.2,   480.9,   405.0, 32768.0, ...
2032840,   757.7,   481.0,   404.0, 32768.0, ...
2032842,   758.1,   481.3,   404.0, 32768.0, ...
2032844,   758.5,   481.5,   403.0, 32768.0, ...
2032846,   758.9,   481.8,   403.0, 32768.0, ...
2032848,   759.2,   482.3,   403.0, 32768.0, ...
2032850,   759.3,   483.1,   403.0, 32768.0, ...
2032852,   759.2,   483.7,   403.0, 32768.0, ...
2032854,   758.8,   483.5,   402.0, 32768.0, ...
2032856,   758.3,   482.8,   401.0, 32768.0, ...
2032858,   757.7,   481.8,   400.0, 32768.0, ...
2032860,   757.4,   480.3,   399.0, 32768.0, ...
2032862,   757.4,   479.2,   398.0, 32768.0, ...
2032864,   757.4,   478.5,   398.0, 32768.0, ...
2032866,   757.2,   478.0,   397.0, 32768.0, ...
2032868,   757.2,   478.2,   398.0, 32768.0, ...
2032870,   757.1,   477.8,   399.0, 32768.0, ...
2032872,   756.5,   477.1,   399.0, 32768.0, ...
2032874,   755.3,   476.4,   400.0, 32768.0, ...
2032876,   754.4,   475.8,   400.0, 32768.0, ...
2032878,   754.0,   475.4,   400.0, 32768.0, ...
2032880,   754.1,   475.0,   400.0, 32768.0, ...
