MSG, 2340307 !V IMGLOAD FILL /Tables_PNG/DS16_movie_bar4.png
2340308,  1295.4,   454.2,   408.0, 32768.0, ...
2340310,  1295.2,   455.5,   409.0, 32768.0, ...
2340312,  1295.0,   456.5,   409.0, 32768.0, ...
2340314,  1294.7,   457.0,   409.0, 32768.0, ...
2340316,  1294.5,   457.4,   409.0, 32768.0, ...
2340318,  1294.4,   457.9,   409.0, 32768.0, ...
2340320,  1294.4,   458.3,   409.0, 32768.0, ...
2340322,  1294.5,   458.4,   408.0, 32768.0, ...
2340324,  1294.6,   458.0,   408.0, 32768.0, ...
2340326,  1294.7,   457.6,   407.0, 32768.0, ...
2340328,  1294.9,   457.5,   407.0, 32768.0, ...
2340330,  1295.1,   457.0,   407.0, 32768.0, ...
2340332,  1295.2,   456.5,   407.0, 32768.0, ...
2340334,  1295.3,   456.1,   407.0, 32768.0, ...
2340336,  1295.6,   455.7,   406.0, 32768.0, ...
2340338,  1296.1,   455.5,   406.0, 32768.0, ...
2340340,  1296.7,   455.0,   406.0, 32768.0, ...
2340342,  1297.3,   454.7,   406.0, 32768.0, ...
2340344,  1297.8,   454.7,   407.0, 32768.0, ...
2340346,  1298.4,   454.7,   407.0, 32768.0, ...
2340348,  1298.8,   454.6,   407.0, 32768.0, ...
2340350,  1299.2,   454.6,   407.0, 32768.0, ...
2340352,  1299.2,   454.7,   408.0, 32768.0, ...
2340354,  1299.2,   454.9,   408.0, 32768.0, ...
2340356,  1299.1,   454.9,   408.0, 32768.0, ...
2340358,  1299.3,   454.6,   409.0, 32768.0, ...
2340360,  1299.5,   454.4,   409.0, 32768.0, ...
2340362,  1299.7,   454.2,   408.0, 32768.0, ...
2340364,  1299.8,   454.4,   408.0, 32768.0, ...
2340366,  1299.9,   454.6,   407.0, 32768.0, ...
2340368,  1299.9,   454.5,   406.0, 32768.0, ...
2340370,  1300.0,   454.5,   406.0, 32768.0, ...
2340372,  1299.8,   453.9,   405.0, 32768.0, ...
2340374,  1299.7,   453.3,   405.0, 32768.0, ...
2340376,  1299.4,   452.7,   406.0, 32768.0, ...
2340378,  1299.3,   452.0,   406.0, 32768.0, ...
2340380,  1299.2,   451.4,   406.0, 32768.0, ...
2340382,  1299.1,   451.1,   405.0, 32768.0, ...
2340384,  1299.0,   450.9,   405.0, 32768.0, ...
2340386,  1298.9,   451.6,   405.0, 32768.0, ...
2340388,  1298.7,   452.2,   405.0, 32768.0, ...
2340390,  1298.6,   452.7,   404.0, 32768.0, ...
2340392,  1298.5,   452.9,   404.0, 32768.0, ...
2340394,  1298.5,   453.1,   404.0, 32768.0, ...
2340396,  1298.4,   453.3,   404.0, 32768.0, ...
2340398,  1298.4,   453.6,   404.0, 32768.0, ...
2340400,  1298.5,   453.8,   405.0, 32768.0, ...
2340402,  1298.6,   454.0,   405.0, 32768.0, ...
2340404,  1298.6,   454.1,   406.0, 32768.0, ...
2340406,  1298.2,   454.3,   406.0, 32768.0, ...
2340408,  1297.8,   454.3,   406.0, 32768.0, ...
2340410,  1297.4,   454.6,   407.0, 32768.0, ...
2340412,  1296.8,   454.9,   407.0, 32768.0, ...
2340414,  1296.3,   455.4,   407.0, 32768.0, ...
2340416,  1295.8,   456.2,   408.0, 32768.0, ...
2340418,  1295.6,   457.2,   408.0, 32768.0, ...
2340420,  1295.7,   458.1,   408.0, 32768.0, ...
