Timestamp,X,Y
2024-03-31 13:33:40.141268,1238,571
2024-03-31 13:33:40.250724,1238,571
2024-03-31 13:33:40.364162,1238,571
2024-03-31 13:33:40.477238,1238,571
2024-03-31 13:33:40.590321,1238,571
2024-03-31 13:33:40.703600,1238,571
2024-03-31 13:33:40.815578,1238,571
2024-03-31 13:33:40.929006,1238,571
2024-03-31 13:33:41.042237,1238,571
2024-03-31 13:33:41.154146,1450,697
2024-03-31 13:33:41.267496,1461,704
2024-03-31 13:33:41.379461,1461,704
2024-03-31 13:33:41.494748,1461,704
2024-03-31 13:33:41.608942,1530,703
2024-03-31 13:33:41.720714,1619,729
2024-03-31 13:33:41.833750,1625,731
2024-03-31 13:33:41.946957,1636,737
2024-03-31 13:33:42.071087,1663,748
2024-03-31 13:33:42.184270,1708,766
2024-03-31 13:33:42.297304,1870,824
2024-03-31 13:33:42.411709,1947,846
2024-03-31 13:33:42.526954,1947,846
2024-03-31 13:33:42.629936,1947,846
2024-03-31 13:33:42.743257,1950,846
2024-03-31 13:33:42.856799,1983,846
2024-03-31 13:33:42.970011,1983,846
2024-03-31 13:33:43.072425,1983,846
2024-03-31 13:33:43.185549,1983,846
2024-03-31 13:33:43.298638,1983,846
2024-03-31 13:33:43.411710,1983,846
2024-03-31 13:33:43.520141,1983,846
2024-03-31 13:33:43.632188,1983,846
2024-03-31 13:33:43.732688,1983,846
2024-03-31 13:33:43.846185,1983,846
2024-03-31 13:33:43.959457,1983,846
2024-03-31 13:33:44.084694,1983,846
2024-03-31 13:33:44.200240,1983,846
2024-03-31 13:33:44.315038,1983,846
2024-03-31 13:33:44.427504,1983,846
2024-03-31 13:33:44.541665,1983,846
2024-03-31 13:33:44.653551,1983,846
2024-03-31 13:33:44.765470,1983,846
2024-03-31 13:33:44.873472,1983,846
2024-03-31 13:33:44.986625,1983,846
2024-03-31 13:33:45.099607,1983,846
2024-03-31 13:33:45.208021,1983,846
2024-03-31 13:33:45.321132,1983,846
2024-03-31 13:33:45.433226,1983,846
2024-03-31 13:33:45.546471,2096,873
2024-03-31 13:33:45.659727,3839,1299
2024-03-31 13:33:45.772591,3839,1423
2024-03-31 13:33:45.885887,3839,1205
2024-03-31 13:33:45.997217,5894,1295
2024-03-31 13:33:46.119316,6081,801
2024-03-31 13:33:46.232250,6159,722
2024-03-31 13:33:46.345414,6047,828
2024-03-31 13:33:46.460838,6062,801
2024-03-31 13:33:46.566919,6159,618
2024-03-31 13:33:46.679803,3687,476
2024-03-31 13:33:46.794210,3509,500
2024-03-31 13:33:46.907382,3593,411
2024-03-31 13:33:47.020461,3590,416
2024-03-31 13:33:47.133615,6416,314
2024-03-31 13:33:47.247554,6966,314
2024-03-31 13:33:47.360804,7337,305
2024-03-31 13:33:47.473800,6306,396
2024-03-31 13:33:47.582241,3301,464
2024-03-31 13:33:47.702419,3235,484
2024-03-31 13:33:47.815606,3235,485
2024-03-31 13:33:47.928886,3235,485
2024-03-31 13:33:48.031174,3235,485
2024-03-31 13:33:48.144015,3235,485
2024-03-31 13:33:48.253130,3235,485
2024-03-31 13:33:48.366329,3235,485
2024-03-31 13:33:48.479489,3235,485
2024-03-31 13:33:48.591465,3235,485
2024-03-31 13:33:48.704459,3235,485
2024-03-31 13:33:48.817492,3235,485
2024-03-31 13:33:48.921789,3235,485
2024-03-31 13:33:49.033839,3235,485
2024-03-31 13:33:49.146967,3235,485
2024-03-31 13:33:49.259726,3235,485
2024-03-31 13:33:49.371621,3235,485
2024-03-31 13:33:49.484806,3235,485
2024-03-31 13:33:49.597825,3235,485
2024-03-31 13:33:49.710866,3235,485
2024-03-31 13:33:49.823745,3235,485
2024-03-31 13:33:49.936155,3235,485
2024-03-31 13:33:50.057732,3235,485
2024-03-31 13:33:50.169829,3235,485
2024-03-31 13:33:50.282993,3235,485
2024-03-31 13:33:50.399241,3235,485
2024-03-31 13:33:50.504245,3235,485
2024-03-31 13:33:50.617524,3235,485
2024-03-31 13:33:50.730529,3235,485
2024-03-31 13:33:50.842811,3235,485
2024-03-31 13:33:50.955925,3235,485
2024-03-31 13:33:51.068850,3235,485
2024-03-31 13:33:51.182137,3235,485
2024-03-31 13:33:51.295170,3235,485
2024-03-31 13:33:51.408205,3235,485
2024-03-31 13:33:51.521299,3235,485
2024-03-31 13:33:51.632887,3235,485
2024-03-31 13:33:51.746018,3235,485
2024-03-31 13:33:51.859144,3235,485
2024-03-31 13:33:51.972198,3235,485
2024-03-31 13:33:52.085393,3235,485
2024-03-31 13:33:52.198513,3235,485
2024-03-31 13:33:52.311581,3235,485
2024-03-31 13:33:52.424644,3235,485
2024-03-31 13:33:52.537597,3235,485
2024-03-31 13:33:52.653977,3235,485
2024-03-31 13:33:52.756925,3235,485
2024-03-31 13:33:52.870058,3235,485
