Timestamp,X,Y
2024-03-31 13:53:54.694661,1266,860
2024-03-31 13:53:54.797140,1266,860
2024-03-31 13:53:54.898389,1266,860
2024-03-31 13:53:55.000102,1266,860
2024-03-31 13:53:55.102541,1266,860
2024-03-31 13:53:55.204745,1266,860
2024-03-31 13:53:55.307317,1266,860
2024-03-31 13:53:55.410902,1266,860
2024-03-31 13:53:55.512771,1266,860
2024-03-31 13:53:55.615127,1266,860
2024-03-31 13:53:55.718015,1266,860
2024-03-31 13:53:55.820284,1266,860
2024-03-31 13:53:55.923492,1266,860
2024-03-31 13:53:56.026198,1266,860
2024-03-31 13:53:56.127427,1266,860
2024-03-31 13:53:56.230919,1266,860
2024-03-31 13:53:56.333808,1266,860
2024-03-31 13:53:56.436734,1266,860
2024-03-31 13:53:56.539286,1266,860
2024-03-31 13:53:56.642361,1266,860
2024-03-31 13:53:56.745486,1266,860
2024-03-31 13:53:56.848501,1266,860
2024-03-31 13:53:56.951338,1266,860
2024-03-31 13:53:57.055055,1266,860
2024-03-31 13:53:57.159581,1266,860
2024-03-31 13:53:57.262651,1266,860
2024-03-31 13:53:57.365263,1266,860
2024-03-31 13:53:57.468443,1266,860
2024-03-31 13:53:57.571074,1266,860
2024-03-31 13:53:57.673858,1266,860
2024-03-31 13:53:57.776984,1266,860
2024-03-31 13:53:57.879038,1266,860
2024-03-31 13:53:57.982359,1266,860
2024-03-31 13:53:58.096704,1266,860
2024-03-31 13:53:58.200043,1266,860
2024-03-31 13:53:58.302879,1266,860
2024-03-31 13:53:58.405618,1266,860
2024-03-31 13:53:58.509256,1266,860
2024-03-31 13:53:58.612162,1266,860
2024-03-31 13:53:58.716028,1266,860
2024-03-31 13:53:58.819018,1266,860
