3177808.0	1292.90	739.20
3177810.0	1292.40	740.50
3177812.0	1292.50	741.70
3177814.0	1296.90	741.50
3177816.0	1301.20	741.30
3177818.0	1304.30	751.40
3177820.0	1307.80	750.90
3177822.0	1307.80	750.50
3177824.0	1307.80	750.50
3177826.0	1305.30	750.50
3177828.0	1301.70	747.30
3177830.0	1300.90	747.40
3177832.0	1300.60	749.00
3177834.0	1300.60	749.10
3177836.0	1297.60	748.40
3177838.0	1294.90	747.70
3177840.0	1294.80	738.60
3177842.0	1298.10	738.50
3177844.0	1298.00	741.50
3177846.0	1297.90	743.30
3177848.0	1293.50	743.40
3177850.0	1293.50	743.50
3177852.0	1292.00	743.60
3177854.0	1291.70	714.10
3177856.0	1293.80	714.00
3177858.0	1297.80	732.70
3177860.0	1297.20	732.60
3177862.0	1297.30	738.40
3177864.0	1303.10	754.90
3177866.0	1303.30	754.80
3177868.0	1303.10	730.50
3177870.0	1304.00	720.20
3177872.0	1306.00	720.10
3177874.0	1304.10	728.30
3177876.0	1302.40	748.10
3177878.0	1297.60	748.20
3177880.0	1297.50	748.20
3177882.0	1300.80	751.50
3177884.0	1300.50	751.50
3177886.0	1300.40	745.40
3177888.0	1299.10	745.50
3177890.0	1297.80	745.60
3177892.0	1297.40	749.10
3177894.0	1297.40	749.10
3177896.0	1295.00	743.30
3177898.0	1295.00	742.60
3177900.0	1301.00	741.60
3177902.0	1301.00	742.10
3177904.0	1294.60	742.40
3177906.0	1294.60	742.40
3177908.0	1311.70	740.90
3177910.0	1311.70	740.20
3177912.0	1313.10	740.80
3177914.0	1312.50	741.50
3177916.0	1312.00	742.40
3177918.0	1311.70	743.30
3177920.0	1311.40	738.90
3177922.0	1312.10	738.80
3177924.0	1312.30	758.00
3177926.0	1312.20	758.00
3177928.0	1309.50	739.50
3177930.0	1306.50	739.70
3177932.0	1303.50	736.40
3177934.0	1299.20	736.60
3177936.0	1297.80	736.70
3177938.0	1297.70	735.00
3177940.0	1298.10	733.30
3177942.0	1298.00	728.40
3177944.0	1293.50	731.80
3177946.0	1293.50	731.80
3177948.0	1297.20	728.20
3177950.0	1296.50	726.00
3177952.0	1296.50	726.90
3177954.0	1299.30	726.70
3177956.0	1300.90	726.60
3177958.0	1301.30	729.20
3177960.0	1301.30	729.10
3177962.0	1301.50	727.60
3177964.0	1301.60	726.10
3177966.0	1302.80	725.90
3177968.0	1302.70	725.90
3177970.0	1302.70	726.10
3177972.0	1303.30	726.40
3177974.0	1304.00	733.30
3177976.0	1304.40	733.20
3177978.0	1304.40	733.50
3177980.0	1304.40	733.50
3177982.0	1307.20	733.40
3177984.0	1307.20	739.70
3177986.0	1305.30	742.00
3177988.0	1305.30	742.00
3177990.0	1313.90	740.00
3177992.0	1313.90	737.10
3177994.0	1311.50	742.50
3177996.0	1309.10	742.60
3177998.0	1298.00	735.30
3178000.0	1297.20	732.40
3178002.0	1296.50	731.80
3178004.0	1295.50	731.80
3178006.0	1295.40	731.80
3178008.0	1295.40	731.80
3178010.0	1296.40	735.20
3178012.0	1297.40	735.10
3178014.0	1297.40	736.00
3178016.0	1297.40	736.00
3178018.0	1296.40	733.60
3178020.0	1296.30	726.50
3178022.0	1292.70	725.80
3178024.0	1288.70	681.00
3178026.0	1277.70	664.20
3178028.0	1263.90	662.90
3178030.0	1241.70	620.70
3178032.0	1208.90	623.20
3178034.0	1178.50	625.70
3178036.0	1159.00	641.80
3178038.0	1132.50	700.00
3178040.0	1085.70	810.90
3178042.0	1035.00	947.60
3178044.0	1015.30	1030.90
3178046.0	1023.20	1254.70
3178048.0	955.40	1271.30
3178050.0	961.20	1390.00
3178052.0	776.60	1706.10
3178054.0	776.60	1706.10
3178056.0	-32768.00	-32768.00
3178058.0	-32768.00	-32768.00
3178060.0	-32768.00	-32768.00
3178062.0	-32768.00	-32768.00
3178064.0	-32768.00	-32768.00
3178066.0	-32768.00	-32768.00
3178068.0	-32768.00	-32768.00
3178070.0	-32768.00	-32768.00
3178072.0	-32768.00	-32768.00
3178074.0	-32768.00	-32768.00
3178076.0	-32768.00	-32768.00
3178078.0	-32768.00	-32768.00
3178080.0	-32768.00	-32768.00
3178082.0	-32768.00	-32768.00
3178084.0	-32768.00	-32768.00
3178086.0	-32768.00	-32768.00
3178088.0	-32768.00	-32768.00
3178090.0	-32768.00	-32768.00
3178092.0	-32768.00	-32768.00
3178094.0	-32768.00	-32768.00
3178096.0	-32768.00	-32768.00
3178098.0	-32768.00	-32768.00
3178100.0	-32768.00	-32768.00
3178102.0	-32768.00	-32768.00
3178104.0	-32768.00	-32768.00
3178106.0	-32768.00	-32768.00
3178108.0	-32768.00	-32768.00
3178110.0	-32768.00	-32768.00
3178112.0	-32768.00	-32768.00
3178114.0	-32768.00	-32768.00
3178116.0	-32768.00	-32768.00
3178118.0	-32768.00	-32768.00
3178120.0	-32768.00	-32768.00
3178122.0	-32768.00	-32768.00
3178124.0	-32768.00	-32768.00
3178126.0	-32768.00	-32768.00
3178128.0	-32768.00	-32768.00
3178130.0	-32768.00	-32768.00
3178132.0	-32768.00	-32768.00
3178134.0	-32768.00	-32768.00
3178136.0	962.50	1879.50
3178138.0	962.60	1879.50
3178140.0	944.20	1993.90
3178142.0	657.40	2067.40
3178144.0	593.70	2078.50
3178146.0	571.30	2026.70
3178148.0	973.10	1904.50
3178150.0	1149.20	1702.30
3178152.0	1353.00	1697.60
3178154.0	1350.80	1673.10
3178156.0	1377.10	1569.70
3178158.0	1377.00	1569.80
3178160.0	1137.50	1309.40
3178162.0	1135.10	1258.00
3178164.0	1136.60	1256.10
3178166.0	1133.20	1133.10
3178168.0	1151.30	1122.00
