98239905.0	1279.90	726.20
98239907.0	1276.60	726.20
98239909.0	1276.60	727.70
98239911.0	1285.10	727.50
98239913.0	1285.00	729.00
98239915.0	1275.90	729.30
98239917.0	1275.90	728.60
98239919.0	1279.00	728.50
98239921.0	1288.80	726.30
98239923.0	1288.90	724.40
98239925.0	1285.90	722.80
98239927.0	1286.80	721.20
98239929.0	1286.80	719.60
98239931.0	1281.60	719.80
98239933.0	1281.40	724.60
98239935.0	1281.30	724.40
98239937.0	1281.20	728.60
98239939.0	1282.10	728.80
98239941.0	1282.60	728.90
98239943.0	1281.40	728.90
98239945.0	1280.50	717.00
98239947.0	1281.70	716.90
98239949.0	1281.80	715.00
98239951.0	1280.20	715.10
98239953.0	1278.60	714.90
98239955.0	1278.60	714.90
98239957.0	1279.00	715.10
98239959.0	1285.60	715.10
98239961.0	1285.60	718.20
98239963.0	1277.60	718.40
98239965.0	1277.60	717.20
98239967.0	1277.50	717.30
98239969.0	1277.30	723.70
98239971.0	1281.70	723.60
98239973.0	1287.40	723.60
98239975.0	1288.60	723.50
98239977.0	1286.00	723.60
98239979.0	1286.00	723.60
98239981.0	1285.60	734.80
98239983.0	1280.40	734.90
98239985.0	1280.50	732.80
98239987.0	1279.70	730.80
98239989.0	1278.90	729.70
98239991.0	1276.80	727.50
98239993.0	1276.80	727.80
98239995.0	1281.30	728.00
98239997.0	1281.30	728.70
98239999.0	1283.90	728.40
98240001.0	1283.90	728.10
98240003.0	1280.50	729.20
98240005.0	1279.00	729.20
98240007.0	1279.30	720.00
98240009.0	1279.30	720.00
98240011.0	1279.30	719.90
98240013.0	1280.50	719.90
98240015.0	1280.30	723.70
98240017.0	1280.60	723.80
98240019.0	1280.80	723.60
98240021.0	1287.30	723.30
98240023.0	1287.40	720.50
98240025.0	1285.50	719.80
98240027.0	1285.00	719.90
98240029.0	1285.00	719.30
98240031.0	1288.60	719.20
98240033.0	1288.60	719.70
98240035.0	1284.30	719.80
98240037.0	1283.10	720.40
98240039.0	1282.70	720.50
98240041.0	1282.10	717.90
98240043.0	1282.20	715.20
98240045.0	1286.10	716.50
98240047.0	1286.10	716.50
98240049.0	1282.70	720.40
98240051.0	1282.60	723.60
98240053.0	1283.60	723.60
98240055.0	1283.80	716.30
98240057.0	1286.40	716.60
98240059.0	1286.10	716.90
98240061.0	1285.50	724.90
98240063.0	1283.00	724.90
98240065.0	1283.00	724.70
98240067.0	1283.20	718.10
98240069.0	1286.40	718.10
98240071.0	1286.40	717.40
98240073.0	1283.50	716.90
98240075.0	1283.30	715.00
98240077.0	1283.30	715.00
98240079.0	1284.90	723.30
98240081.0	1286.80	723.30
98240083.0	1287.00	716.00
98240085.0	1286.20	716.70
98240087.0	1286.30	717.40
98240089.0	1286.30	719.70
98240091.0	1286.30	721.10
98240093.0	1284.50	721.00
98240095.0	1284.50	721.00
98240097.0	1283.80	719.50
98240099.0	1279.70	720.00
98240101.0	1279.70	720.40
98240103.0	1280.60	719.40
98240105.0	1281.50	718.50
98240107.0	1282.90	717.90
98240109.0	1284.60	711.60
98240111.0	1284.60	711.60
98240113.0	1285.30	713.20
98240115.0	1285.20	716.70
98240117.0	1285.10	717.30
98240119.0	1285.10	717.30
98240121.0	1285.60	717.30
98240123.0	1285.50	720.40
98240125.0	1285.50	720.40
98240127.0	1285.80	722.80
98240129.0	1286.20	722.80
98240131.0	1286.40	715.20
98240133.0	1287.10	715.20
98240135.0	1287.00	717.00
98240137.0	1282.10	717.00
98240139.0	1278.80	716.90
98240141.0	1278.80	716.50
98240143.0	1278.40	716.50
98240145.0	1278.40	716.70
98240147.0	1280.20	716.60
98240149.0	1279.90	720.90
98240151.0	1279.70	720.90
98240153.0	1279.90	713.80
98240155.0	1281.00	713.80
98240157.0	1281.00	713.70
98240159.0	1280.50	713.60
98240161.0	1280.10	713.50
98240163.0	1280.00	717.50
98240165.0	1279.10	717.60
98240167.0	1279.10	717.80
98240169.0	1282.50	717.70
98240171.0	1282.50	717.10
98240173.0	1282.50	717.10
98240175.0	1283.80	721.60
98240177.0	1285.20	721.60
98240179.0	1285.20	721.70
98240181.0	1282.70	721.70
98240183.0	1282.80	718.10
98240185.0	1284.50	714.50
98240187.0	1287.80	714.50
98240189.0	1287.90	716.90
98240191.0	1287.40	720.00
98240193.0	1287.10	718.40
98240195.0	1287.10	718.40
98240197.0	1287.80	718.90
98240199.0	1288.50	718.90
98240201.0	1288.00	718.90
98240203.0	1287.60	718.80
98240205.0	1282.50	718.90
98240207.0	1282.50	720.40
98240209.0	1282.40	720.40
98240211.0	1282.30	721.50
98240213.0	1279.40	721.50
98240215.0	1279.30	723.10
98240217.0	1280.10	723.40
98240219.0	1280.20	723.70
98240221.0	1280.40	722.00
98240223.0	1281.30	721.90
98240225.0	1281.20	721.90
98240227.0	1281.20	721.90
98240229.0	1282.40	712.50
98240231.0	1282.40	712.10
98240233.0	1282.60	711.90
98240235.0	1282.60	711.80
98240237.0	1282.30	722.60
98240239.0	1282.50	722.50
98240241.0	1282.80	720.30
98240243.0	1287.70	720.00
98240245.0	1287.70	720.00
98240247.0	1284.30	720.10
98240249.0	1284.60	709.70
98240251.0	1284.80	709.70
98240253.0	1284.40	717.20
98240255.0	1284.40	717.20
98240257.0	1283.90	717.00
98240259.0	1283.40	717.00
98240261.0	1283.30	719.90
98240263.0	1284.30	719.70
98240265.0	1285.30	719.70
98240267.0	1286.20	719.70
98240269.0	1287.10	719.60
98240271.0	1289.10	719.60
98240273.0	1290.30	720.90
98240275.0	1290.40	720.90
98240277.0	1286.90	722.70
98240279.0	1284.10	722.70
98240281.0	1284.30	711.00
98240283.0	1284.50	708.60
98240285.0	1284.70	708.60
98240287.0	1288.40	707.40
98240289.0	1288.40	707.70
98240291.0	1285.80	708.10
98240293.0	1285.80	708.10
98240295.0	1290.90	707.90
98240297.0	1290.80	712.90
98240299.0	1290.50	712.90
98240301.0	1290.20	712.80
98240303.0	1290.10	711.30
98240305.0	1289.90	711.30
98240307.0	1289.10	708.50
98240309.0	1286.60	705.80
98240311.0	1285.60	706.80
98240313.0	1285.10	707.80
98240315.0	1285.10	710.10
98240317.0	1287.20	709.30
98240319.0	1287.20	709.20
98240321.0	1287.20	709.10
98240323.0	1287.30	705.30
98240325.0	1285.70	705.30
98240327.0	1284.10	703.90
98240329.0	1282.40	703.90
98240331.0	1282.30	709.60
98240333.0	1287.50	709.40
98240335.0	1295.00	709.10
98240337.0	1295.00	708.90
98240339.0	1295.00	706.20
98240341.0	1294.90	706.10
98240343.0	1287.40	705.80
98240345.0	1287.40	705.70
98240347.0	1287.20	705.50
98240349.0	1287.10	705.30
98240351.0	1287.10	705.30
98240353.0	1285.60	704.90
98240355.0	1286.00	704.90
98240357.0	1286.00	704.90
98240359.0	1284.90	698.00
98240361.0	1284.90	698.00
98240363.0	1287.20	701.10
98240365.0	1287.10	703.80
98240367.0	1287.00	706.50
98240369.0	1287.20	705.40
98240371.0	1287.50	704.40
98240373.0	1285.80	704.40
98240375.0	1285.80	705.90
98240377.0	1285.80	705.90
98240379.0	1286.10	701.80
98240381.0	1286.30	701.80
98240383.0	1286.00	710.60
98240385.0	1287.40	710.50
98240387.0	1288.30	712.60
98240389.0	1288.40	712.60
98240391.0	1287.50	712.30
98240393.0	1287.50	712.10
98240395.0	1287.70	708.20
98240397.0	1287.70	707.50
98240399.0	1288.00	706.80
98240401.0	1288.20	707.90
98240403.0	1289.00	709.00
98240405.0	1289.00	709.10
98240407.0	1287.90	706.60
98240409.0	1286.80	704.10
98240411.0	1287.80	702.70
98240413.0	1288.60	705.20
98240415.0	1290.40	707.60
98240417.0	1290.30	709.70
