trial,timestamp,x,y
6,1707243374890.5566,33,24
6,1707243374900.5881,33,24
6,1707243374915.151,33,24
6,1707243374931.1372,33,24
6,1707243374947.1104,33,24
6,1707243374962.3105,33,24
6,1707243374978.1382,33,24
6,1707243374993.7266,33,24
6,1707243375009.418,33,24
6,1707243375024.9973,33,24
6,1707243375040.307,33,24
6,1707243375056.2292,33,24
6,1707243375072.8787,33,24
6,1707243375086.9668,33,24
6,1707243375103.066,33,24
6,1707243375118.4192,33,24
6,1707243375135.47,33,24
6,1707243375150.819,33,24
6,1707243375166.132,33,24
6,1707243375180.991,33,24
6,1707243375195.464,33,24
6,1707243375210.6172,33,24
6,1707243375226.5605,33,24
6,1707243375243.0781,33,24
6,1707243375257.2917,33,24
6,1707243375273.401,33,24
6,1707243375287.7166,275,-117
6,1707243375303.5923,345,-277
6,1707243375318.7976,470,-543
6,1707243375334.904,573,-739
6,1707243375350.101,687,-943
6,1707243375366.3965,875,-1239
6,1707243375380.2725,1002,-1420
6,1707243375395.783,1122,-1584
6,1707243375411.8286,1170,-1620
6,1707243375427.3423,1170,-1620
6,1707243375442.5479,1170,-1620
6,1707243375458.9907,1170,-1620
6,1707243375474.3994,1170,-1620
6,1707243375489.541,1170,-1620
6,1707243375504.818,1170,-1620
6,1707243375520.34,1170,-1620
6,1707243375536.4902,1170,-1620
6,1707243375552.0469,1170,-1620
6,1707243375567.403,1170,-1620
6,1707243375583.3342,1170,-1620
6,1707243375598.9285,1170,-1620
6,1707243375614.9238,1170,-1620
6,1707243375630.1042,1170,-1620
6,1707243375646.133,1170,-1620
6,1707243375661.4163,1248,-1620
6,1707243375676.8523,1400,-1620
6,1707243375692.3958,1565,-1620
6,1707243375707.2969,1716,-1620
6,1707243375723.3652,1716,-1620
6,1707243375738.597,1716,-1620
6,1707243375753.727,1716,-1620
6,1707243375769.6646,1716,-1620
6,1707243375785.0723,1716,-1620
6,1707243375801.4475,1716,-1620
6,1707243375817.2827,1716,-1620
6,1707243375833.3442,1716,-1620
6,1707243375848.9238,1716,-1620
6,1707243375864.1667,1716,-1620
6,1707243375879.8652,1716,-1620
6,1707243375896.1309,1716,-1620
6,1707243375911.1387,1716,-1620
6,1707243375926.8982,1716,-1620
6,1707243375942.8628,1716,-1620
6,1707243375958.1814,1716,-1620
6,1707243375973.8215,1719,-1620
6,1707243375989.277,1721,-1620
6,1707243376005.349,1736,-1620
6,1707243376020.9736,1751,-1620
6,1707243376036.1326,1775,-1620
6,1707243376051.3662,1805,-1620
6,1707243376066.2725,1818,-1620
6,1707243376082.0007,1818,-1620
6,1707243376098.1174,1818,-1620
6,1707243376114.1406,1818,-1620
6,1707243376130.2021,1818,-1620
6,1707243376145.8052,1818,-1620
6,1707243376162.2021,1818,-1620
6,1707243376178.2043,1818,-1620
6,1707243376193.716,1818,-1620
6,1707243376209.961,1818,-1620
6,1707243376223.7422,1818,-1620
6,1707243376238.2075,1818,-1620
6,1707243376253.4934,1818,-1620
6,1707243376270.3516,1818,-1620
6,1707243376284.9202,1818,-1620
6,1707243376301.5508,1815,-1611
6,1707243376317.178,1800,-1586
6,1707243376332.6765,1782,-1551
6,1707243376348.536,1752,-1505
6,1707243376364.4587,1734,-1478
6,1707243376380.5364,1719,-1457
6,1707243376396.4978,1712,-1445
6,1707243376412.4128,1703,-1431
6,1707243376428.082,1700,-1427
6,1707243376443.4468,1698,-1422
6,1707243376459.4624,1697,-1419
6,1707243376476.3936,1695,-1418
6,1707243376492.1707,1695,-1416
6,1707243376507.6775,1695,-1416
6,1707243376522.799,1695,-1416
6,1707243376537.9404,1695,-1416
6,1707243376556.3174,1695,-1416
6,1707243376569.6719,1695,-1416
6,1707243376585.6372,1695,-1416
6,1707243376601.7246,1695,-1418
6,1707243376617.259,1697,-1418
6,1707243376633.031,1698,-1418
6,1707243376648.3103,1700,-1418
6,1707243376664.2112,1701,-1418
6,1707243376679.9329,1703,-1418
6,1707243376695.553,1704,-1416
6,1707243376711.0984,1707,-1413
6,1707243376726.513,1710,-1409
6,1707243376742.4165,1712,-1407
6,1707243376758.079,1713,-1407
6,1707243376773.3904,1715,-1404
6,1707243376788.6511,1716,-1404
6,1707243376804.7327,1716,-1403
6,1707243376820.2222,1718,-1403
6,1707243376836.4111,1718,-1403
6,1707243376852.2712,1718,-1403
6,1707243376868.1082,1718,-1403
6,1707243376882.6514,1718,-1403
6,1707243376898.98,1718,-1403
6,1707243376914.0955,1718,-1403
6,1707243376929.933,1718,-1403
6,1707243376945.6206,1718,-1403
6,1707243376960.6575,1718,-1403
6,1707243376977.1372,1718,-1403
6,1707243376991.1365,1718,-1403
6,1707243377007.2805,1718,-1403
6,1707243377022.1997,1718,-1403
6,1707243377037.425,1718,-1403
6,1707243377052.9387,1718,-1403
6,1707243377068.8958,1718,-1403
6,1707243377084.9355,1718,-1403
6,1707243377100.9368,1718,-1403
6,1707243377116.4575,1718,-1403
6,1707243377131.9841,1718,-1403
6,1707243377147.1394,1718,-1403
6,1707243377163.4482,1718,-1403
6,1707243377178.5247,1718,-1403
6,1707243377194.4883,1718,-1403
6,1707243377209.705,1718,-1403
6,1707243377225.858,1718,-1403
6,1707243377241.5527,1718,-1403
6,1707243377256.8303,1718,-1403
6,1707243377272.4404,1718,-1403
6,1707243377287.6973,1718,-1403
6,1707243377303.751,1718,-1403
6,1707243377319.4038,1718,-1403
6,1707243377335.4214,1718,-1403
6,1707243377351.346,1718,-1403
6,1707243377366.757,1718,-1403
6,1707243377382.5583,1718,-1403
6,1707243377398.1045,1718,-1403
6,1707243377413.3303,1718,-1403
6,1707243377428.1453,1718,-1403
6,1707243377443.808,1718,-1403
6,1707243377458.9277,1718,-1403
6,1707243377474.8262,1718,-1403
6,1707243377490.7283,1718,-1403
6,1707243377506.9941,1718,-1403
6,1707243377522.3894,1718,-1403
6,1707243377537.728,1718,-1403
6,1707243377552.6338,1718,-1403
6,1707243377568.8296,1718,-1403
6,1707243377584.1726,1718,-1403
