Experiment_permutation,participant_ID,Task_iteration,name_of_task,Topic,Condition,Task,Repetition,table_png,table_rendering,start_time,end_time,start_time_e,end_time_e,start_time_t,time_spent,Recorded_Answer,Prompt_col,Recorded_row_col,Expected_Answer,Expected_Answer_row_col,error,isPerfect,Is_correct
1,A,0,anime-color-Filter-1,anime,color,1,Filter,./Experiment_Data/Tables_PNG//DS1_anime_color1.png,1,2024-04-02 16:33:17.097509,2024-04-02 16:33:26.050816,1712100797097.5093,1712100806050.817,1712100762701.123,8953.307,5,J,J,7,J,False,False,False
1,A,1,anime-color-Filter-2,anime,color,2,Filter,./Experiment_Data/Tables_PNG//DS2_anime_color2.png,2,2024-04-02 16:33:50.002537,2024-04-02 16:34:06.097017,1712100830002.5374,1712100846097.017,1712100817118.0188,16094.480000000001,6,I,I,6,I,False,True,True
