Timestamp,X,Y
2024-04-02 12:18:31.641795,1215,1509
2024-04-02 12:18:31.743206,1215,1509
2024-04-02 12:18:31.845763,1215,1509
2024-04-02 12:18:31.947237,1215,1509
2024-04-02 12:18:32.050708,1215,1509
2024-04-02 12:18:32.153260,1215,1509
2024-04-02 12:18:32.255064,1215,1509
2024-04-02 12:18:32.358206,1215,1509
2024-04-02 12:18:32.460373,1215,1509
2024-04-02 12:18:32.562132,1092,1608
2024-04-02 12:18:32.664858,1026,1615
2024-04-02 12:18:32.767752,1553,932
2024-04-02 12:18:32.870229,2045,679
2024-04-02 12:18:32.973481,2045,679
2024-04-02 12:18:33.077737,2045,679
2024-04-02 12:18:33.179250,2045,679
2024-04-02 12:18:33.283178,2215,324
2024-04-02 12:18:33.387062,2246,205
2024-04-02 12:18:33.489961,1842,614
2024-04-02 12:18:33.591945,1718,1021
2024-04-02 12:18:33.694820,1759,1117
2024-04-02 12:18:33.796947,1900,1051
2024-04-02 12:18:33.899262,2274,472
2024-04-02 12:18:34.001416,2522,0
2024-04-02 12:18:34.104884,2586,0
2024-04-02 12:18:34.207360,2543,57
2024-04-02 12:18:34.309816,2432,237
2024-04-02 12:18:34.412708,2359,370
2024-04-02 12:18:34.513994,2313,459
2024-04-02 12:18:34.616718,2259,540
2024-04-02 12:18:34.719326,2207,595
2024-04-02 12:18:34.821271,2141,701
2024-04-02 12:18:34.924338,2121,712
2024-04-02 12:18:35.026632,2121,712
2024-04-02 12:18:35.129499,2121,712
2024-04-02 12:18:35.232504,2121,712
2024-04-02 12:18:35.334897,2121,712
2024-04-02 12:18:35.437974,2121,712
2024-04-02 12:18:35.540958,2121,712
2024-04-02 12:18:35.644329,2121,712
2024-04-02 12:18:35.747677,2121,712
2024-04-02 12:18:35.850006,2121,712
2024-04-02 12:18:35.951615,2121,712
2024-04-02 12:18:36.055420,2121,712
2024-04-02 12:18:36.159007,2121,712
2024-04-02 12:18:36.263035,2121,712
2024-04-02 12:18:36.365328,2121,712
2024-04-02 12:18:36.468527,2121,712
2024-04-02 12:18:36.570886,2121,712
2024-04-02 12:18:36.673261,2121,712
2024-04-02 12:18:36.777399,2121,712
2024-04-02 12:18:36.880395,2121,712
2024-04-02 12:18:36.983089,2121,712
2024-04-02 12:18:37.086458,2121,712
2024-04-02 12:18:37.189953,2121,712
2024-04-02 12:18:37.293096,2121,712
2024-04-02 12:18:37.396085,2121,712
2024-04-02 12:18:37.497771,2121,712
2024-04-02 12:18:37.599746,2121,712
2024-04-02 12:18:37.702423,2121,712
2024-04-02 12:18:37.804257,2121,712
2024-04-02 12:18:37.907188,2121,712
2024-04-02 12:18:38.010629,2121,712
2024-04-02 12:18:38.113342,2121,712
2024-04-02 12:18:38.216908,2121,712
2024-04-02 12:18:38.321955,2121,712
2024-04-02 12:18:38.424710,2121,712
2024-04-02 12:18:38.526818,2121,712
2024-04-02 12:18:38.629644,2121,712
2024-04-02 12:18:38.731703,2121,712
2024-04-02 12:18:38.835444,2121,712
2024-04-02 12:18:38.938220,2121,712
2024-04-02 12:18:39.040787,2121,712
2024-04-02 12:18:39.141982,2121,712
2024-04-02 12:18:39.245365,2121,712
2024-04-02 12:18:39.346797,2121,712
2024-04-02 12:18:39.449839,2121,712
2024-04-02 12:18:39.551732,2121,712
2024-04-02 12:18:39.654303,2121,712
2024-04-02 12:18:39.758299,2121,712
2024-04-02 12:18:39.861103,2126,675
2024-04-02 12:18:39.964362,2148,524
2024-04-02 12:18:40.066182,2168,428
2024-04-02 12:18:40.167431,2182,412
2024-04-02 12:18:40.270298,2508,353
2024-04-02 12:18:40.373343,2558,366
2024-04-02 12:18:40.476235,2497,365
2024-04-02 12:18:40.577956,2464,596
2024-04-02 12:18:40.680712,2478,741
2024-04-02 12:18:40.783810,2479,744
2024-04-02 12:18:40.886598,2479,744
2024-04-02 12:18:40.988360,2453,1096
2024-04-02 12:18:41.093169,2451,1110
2024-04-02 12:18:41.195954,2425,1163
2024-04-02 12:18:41.300167,2390,1245
2024-04-02 12:18:41.403427,2390,1247
2024-04-02 12:18:41.506923,2390,1247
2024-04-02 12:18:41.610352,2390,1247
2024-04-02 12:18:41.713207,2217,1265
2024-04-02 12:18:41.817007,2040,1248
2024-04-02 12:18:41.920588,1798,1235
2024-04-02 12:18:42.024713,1665,1234
2024-04-02 12:18:42.128472,1665,1234
2024-04-02 12:18:42.228852,1665,1234
2024-04-02 12:18:42.332115,1421,1258
2024-04-02 12:18:42.433606,1285,1233
2024-04-02 12:18:42.537841,1180,1224
2024-04-02 12:18:42.639330,1017,1224
2024-04-02 12:18:42.742424,931,1227
2024-04-02 12:18:42.846698,923,1225
