MSG	2056967 !V IMGLOAD FILL /Tables_PNG/DS7_cereal_zebra3.png
2056968	  762.5	  497.0	  449.0	32768.0	...
2056970	  761.5	  497.5	  449.0	32768.0	...
2056972	  760.7	  497.9	  448.0	32768.0	...
2056974	  760.4	  498.0	  448.0	32768.0	...
2056976	  760.4	  498.1	  448.0	32768.0	...
2056978	  760.5	  498.0	  448.0	32768.0	...
2056980	  760.9	  497.5	  448.0	32768.0	...
2056982	  761.3	  497.1	  448.0	32768.0	...
2056984	  761.8	  497.0	  448.0	32768.0	...
2056986	  762.1	  496.4	  447.0	32768.0	...
2056988	  762.5	  496.1	  447.0	32768.0	...
2056990	  762.7	  495.7	  446.0	32768.0	...
2056992	  762.7	  495.2	  445.0	32768.0	...
2056994	  762.6	  494.6	  444.0	32768.0	...
2056996	  762.3	  493.9	  443.0	32768.0	...
2056998	  762.2	  493.2	  442.0	32768.0	...
2057000	  762.2	  492.9	  442.0	32768.0	...
2057002	  762.8	  493.0	  442.0	32768.0	...
2057004	  763.4	  493.2	  442.0	32768.0	...
2057006	  763.9	  493.5	  442.0	32768.0	...
2057008	  764.6	  493.9	  442.0	32768.0	...
2057010	  765.4	  494.4	  443.0	32768.0	...
2057012	  766.0	  494.9	  443.0	32768.0	...
2057014	  766.5	  495.4	  443.0	32768.0	...
2057016	  766.4	  495.5	  443.0	32768.0	...
2057018	  766.3	  495.6	  444.0	32768.0	...
2057020	  765.8	  495.6	  444.0	32768.0	...
2057022	  765.3	  495.5	  444.0	32768.0	...
2057024	  764.9	  495.4	  444.0	32768.0	...
2057026	  764.4	  495.3	  445.0	32768.0	...
2057028	  763.9	  495.3	  445.0	32768.0	...
2057030	  763.5	  495.1	  445.0	32768.0	...
2057032	  763.2	  494.9	  445.0	32768.0	...
2057034	  763.3	  494.9	  445.0	32768.0	...
2057036	  763.5	  494.9	  444.0	32768.0	...
2057038	  763.8	  495.0	  444.0	32768.0	...
2057040	  764.0	  495.1	  444.0	32768.0	...
2057042	  764.2	  495.2	  443.0	32768.0	...
2057044	  764.3	  495.4	  443.0	32768.0	...
2057046	  764.4	  495.6	  443.0	32768.0	...
2057048	  764.3	  495.8	  443.0	32768.0	...
2057050	  764.1	  496.0	  443.0	32768.0	...
2057052	  763.8	  496.0	  443.0	32768.0	...
2057054	  763.5	  496.3	  443.0	32768.0	...
2057056	  763.4	  496.4	  443.0	32768.0	...
2057058	  763.2	  496.5	  442.0	32768.0	...
2057060	  763.0	  496.6	  442.0	32768.0	...
2057062	  763.0	  496.7	  442.0	32768.0	...
2057064	  763.0	  496.7	  442.0	32768.0	...
2057066	  763.0	  496.8	  442.0	32768.0	...
2057068	  762.9	  496.6	  442.0	32768.0	...
2057070	  762.7	  496.2	  441.0	32768.0	...
2057072	  762.6	  496.0	  441.0	32768.0	...
2057074	  762.6	  495.5	  441.0	32768.0	...
2057076	  762.6	  495.0	  441.0	32768.0	...
