MSG	2110263 !V IMGLOAD FILL /Tables_PNG/DS9_candy_plain1.png
2110264	 1255.8	  444.8	  482.0	32768.0	...
2110266	 1257.1	  444.3	  481.0	32768.0	...
2110268	 1258.5	  443.8	  480.0	32768.0	...
2110270	 1259.5	  443.2	  480.0	32768.0	...
2110272	 1260.3	  442.3	  479.0	32768.0	...
2110274	 1261.1	  442.0	  479.0	32768.0	...
2110276	 1261.1	  441.9	  479.0	32768.0	...
2110278	 1261.1	  442.2	  479.0	32768.0	...
2110280	 1261.2	  442.5	  479.0	32768.0	...
2110282	 1261.1	  442.8	  480.0	32768.0	...
2110284	 1260.9	  443.0	  480.0	32768.0	...
2110286	 1260.2	  443.3	  481.0	32768.0	...
2110288	 1259.5	  443.5	  481.0	32768.0	...
2110290	 1258.5	  443.8	  481.0	32768.0	...
2110292	 1257.4	  444.0	  482.0	32768.0	...
2110294	 1255.9	  444.2	  482.0	32768.0	...
2110296	 1254.5	  444.4	  482.0	32768.0	...
2110298	 1253.3	  444.7	  483.0	32768.0	...
2110300	 1252.4	  445.1	  483.0	32768.0	...
2110302	 1251.6	  446.0	  483.0	32768.0	...
2110304	 1251.0	  446.6	  483.0	32768.0	...
2110306	 1250.4	  447.6	  483.0	32768.0	...
2110308	 1250.3	  448.1	  482.0	32768.0	...
2110310	 1250.3	  448.6	  482.0	32768.0	...
2110312	 1250.3	  449.0	  482.0	32768.0	...
2110314	 1250.4	  448.9	  481.0	32768.0	...
2110316	 1250.6	  448.6	  481.0	32768.0	...
2110318	 1250.8	  448.4	  481.0	32768.0	...
2110320	 1251.0	  448.2	  482.0	32768.0	...
2110322	 1251.1	  448.5	  482.0	32768.0	...
2110324	 1251.2	  448.8	  483.0	32768.0	...
2110326	 1251.6	  449.2	  483.0	32768.0	...
2110328	 1252.2	  450.7	  484.0	32768.0	...
2110330	 1252.8	  452.2	  485.0	32768.0	...
2110332	 1253.4	  453.5	  486.0	32768.0	...
2110334	 1254.0	  454.6	  486.0	32768.0	...
2110336	 1254.7	  455.4	  486.0	32768.0	...
2110338	 1255.5	  456.0	  485.0	32768.0	...
2110340	 1256.1	  456.5	  484.0	32768.0	...
2110342	 1256.3	  455.9	  484.0	32768.0	...
2110344	 1256.6	  455.3	  483.0	32768.0	...
2110346	 1256.9	  454.6	  481.0	32768.0	...
2110348	 1257.2	  453.8	  480.0	32768.0	...
2110350	 1257.7	  453.5	  480.0	32768.0	...
2110352	 1257.8	  453.3	  479.0	32768.0	...
2110354	 1258.2	  452.9	  479.0	32768.0	...
2110356	 1258.6	  452.5	  479.0	32768.0	...
2110358	 1259.0	  452.1	  479.0	32768.0	...
2110360	 1259.6	  450.4	  479.0	32768.0	...
2110362	 1260.1	  448.8	  478.0	32768.0	...
2110364	 1260.6	  447.2	  478.0	32768.0	...
2110366	 1261.0	  445.6	  477.0	32768.0	...
2110368	 1261.1	  444.1	  477.0	32768.0	...
2110370	 1261.2	  442.7	  476.0	32768.0	...
2110372	 1261.2	  441.3	  476.0	32768.0	...
2110374	 1261.1	  441.7	  476.0	32768.0	...
2110376	 1260.7	  442.3	  476.0	32768.0	...
2110378	 1260.3	  443.4	  476.0	32768.0	...
2110380	 1259.9	  444.4	  476.0	32768.0	...
2110382	 1259.2	  445.3	  476.0	32768.0	...
2110384	 1258.6	  446.3	  476.0	32768.0	...
2110386	 1257.9	  447.3	  475.0	32768.0	...
2110388	 1257.3	  447.8	  475.0	32768.0	...
2110390	 1256.7	  448.2	  475.0	32768.0	...
2110392	 1256.0	  448.0	  474.0	32768.0	...
2110394	 1255.3	  448.0	  474.0	32768.0	...
2110396	 1255.1	  448.0	  474.0	32768.0	...
2110398	 1254.8	  448.2	  474.0	32768.0	...
2110400	 1254.5	  448.3	  473.0	32768.0	...
2110402	 1254.4	  448.4	  473.0	32768.0	...
2110404	 1254.3	  448.6	  472.0	32768.0	...
2110406	 1254.4	  448.8	  472.0	32768.0	...
2110408	 1254.6	  449.0	  472.0	32768.0	...
2110410	 1254.7	  449.3	  472.0	32768.0	...
2110412	 1254.8	  449.5	  473.0	32768.0	...
2110414	 1254.8	  449.7	  473.0	32768.0	...
2110416	 1254.9	  449.9	  474.0	32768.0	...
2110418	 1254.8	  450.3	  474.0	32768.0	...
2110420	 1254.8	  450.6	  474.0	32768.0	...
2110422	 1254.5	  450.6	  474.0	32768.0	...
2110424	 1254.2	  450.7	  474.0	32768.0	...
2110426	 1254.0	  450.7	  474.0	32768.0	...
2110428	 1254.2	  451.0	  475.0	32768.0	...
2110430	 1254.6	  451.3	  475.0	32768.0	...
2110432	 1255.1	  451.8	  476.0	32768.0	...
2110434	 1255.6	  452.6	  477.0	32768.0	...
2110436	 1256.2	  453.4	  477.0	32768.0	...
2110438	 1256.9	  454.1	  477.0	32768.0	...
2110440	 1257.4	  454.8	  477.0	32768.0	...
2110442	 1257.6	  455.4	  477.0	32768.0	...
2110444	 1257.7	  456.0	  477.0	32768.0	...
2110446	 1257.8	  456.6	  476.0	32768.0	...
2110448	 1258.0	  456.8	  475.0	32768.0	...
2110450	 1258.2	  457.1	  474.0	32768.0	...
2110452	 1258.3	  457.4	  473.0	32768.0	...
2110454	 1258.5	  457.6	  472.0	32768.0	...
2110456	 1258.5	  457.7	  472.0	32768.0	...
2110458	 1258.4	  457.6	  472.0	32768.0	...
2110460	 1258.3	  457.2	  472.0	32768.0	...
2110462	 1258.1	  456.9	  473.0	32768.0	...
2110464	 1257.9	  456.6	  474.0	32768.0	...
2110466	 1257.8	  456.3	  474.0	32768.0	...
2110468	 1257.7	  456.2	  474.0	32768.0	...
2110470	 1257.6	  456.0	  475.0	32768.0	...
2110472	 1257.5	  455.7	  475.0	32768.0	...
2110474	 1257.2	  455.3	  475.0	32768.0	...
2110476	 1256.9	  454.9	  475.0	32768.0	...
2110478	 1256.7	  454.2	  475.0	32768.0	...
2110480	 1256.2	  453.3	  475.0	32768.0	...
2110482	 1255.8	  452.6	  474.0	32768.0	...
2110484	 1255.4	  452.0	  474.0	32768.0	...
2110486	 1255.1	  451.5	  473.0	32768.0	...
2110488	 1254.9	  450.9	  473.0	32768.0	...
2110490	 1254.7	  450.7	  472.0	32768.0	...
2110492	 1254.6	  450.3	  472.0	32768.0	...
2110494	 1254.7	  450.2	  471.0	32768.0	...
2110496	 1254.8	  450.1	  471.0	32768.0	...
2110498	 1254.8	  451.2	  472.0	32768.0	...
2110500	 1254.8	  452.4	  472.0	32768.0	...
2110502	 1254.5	  453.7	  472.0	32768.0	...
2110504	 1254.3	  455.1	  473.0	32768.0	...
2110506	 1254.0	  456.7	  474.0	32768.0	...
2110508	 1254.5	  458.4	  474.0	32768.0	...
2110510	 1255.0	  460.1	  475.0	32768.0	...
2110512	 1255.5	  460.2	  475.0	32768.0	...
2110514	 1256.1	  460.3	  476.0	32768.0	...
2110516	 1256.8	  460.6	  476.0	32768.0	...
2110518	 1257.6	  460.8	  476.0	32768.0	...
2110520	 1258.3	  460.9	  476.0	32768.0	...
2110522	 1257.5	  460.1	  476.0	32768.0	...
EFIX L   2110032	2110522	492	 1255.0	  449.9	    484
SSACC L  2110524
2110524	 1256.8	  459.3	  476.0	32768.0	...
2110526	 1254.8	  456.0	  476.0	32768.0	...
2110528	 1251.1	  450.2	  476.0	32768.0	...
2110530	 1246.3	  442.8	  476.0	32768.0	...
2110532	 1239.1	  434.4	  476.0	32768.0	...
2110534	 1231.2	  422.9	  476.0	32768.0	...
2110536	 1223.9	  410.7	  475.0	32768.0	...
2110538	 1215.9	  397.1	  475.0	32768.0	...
2110540	 1207.4	  385.0	  474.0	32768.0	...
2110542	 1198.4	  373.7	  474.0	32768.0	...
2110544	 1189.9	  363.0	  474.0	32768.0	...
2110546	 1183.7	  352.6	  473.0	32768.0	...
2110548	 1178.2	  345.1	  473.0	32768.0	...
2110550	 1172.7	  339.3	  473.0	32768.0	...
2110552	 1167.7	  334.6	  473.0	32768.0	...
ESACC L  2110524	2110552	30	 1256.8	  459.3	 1167.7	  334.6	   2.77	    133
SFIX L   2110554
2110554	 1163.6	  330.6	  473.0	32768.0	...
2110556	 1161.6	  328.1	  474.0	32768.0	...
2110558	 1160.4	  326.8	  474.0	32768.0	...
2110560	 1160.3	  326.1	  474.0	32768.0	...
2110562	 1160.2	  324.8	  474.0	32768.0	...
2110564	 1160.3	  324.0	  475.0	32768.0	...
2110566	 1160.5	  323.3	  475.0	32768.0	...
2110568	 1161.4	  322.9	  475.0	32768.0	...
